0.623890 0.133273 14
-0.413532 0.258406 14
0.281531 -0.028223 15
0.108555 -0.084610 16
0.543413 0.132243 16
0.283143 0.371972 16
0.201460 0.431509 16
0.178933 0.495475 16
0.578716 0.104064 16
0.322538 0.389942 16
-0.193680 0.517545 16
-0.004579 -0.102015 17
0.208708 -0.001908 17
0.505999 0.142539 17
0.228530 0.331238 17
0.032571 0.314603 17
-0.117454 0.268839 17
-0.186519 0.351645 17
-0.044126 0.488297 17
-0.186782 0.509421 17
-0.084635 -0.100329 18
0.023907 -0.045678 18
0.135912 -0.000695 18
0.332950 0.074465 18
0.345254 0.155289 18
0.175447 0.184337 18
0.070192 0.118112 18
0.007103 0.059744 18
-0.053339 0.030477 18
-0.137975 0.029998 18
-0.254012 0.084027 18
-0.339530 0.195070 18
-0.316383 -0.005737 18
-0.084965 -0.099425 18
0.020723 -0.045688 18
0.127641 -0.002501 18
0.316529 0.067903 18
0.365765 0.150173 18
0.180443 0.195157 18
0.060711 0.127346 18
-0.017551 0.065469 18
-0.103974 0.041426 18
-0.221734 0.073096 18
-0.324365 0.194767 18
-0.364822 0.105400 18
0.001689 -0.109995 18
0.255088 0.010567 18
0.528468 0.160715 18
0.286964 0.389290 18
0.210673 0.485912 18
-0.143240 -0.088523 19
-0.082890 -0.052929 19
-0.082728 -0.026059 19
-0.125195 -0.006065 19
-0.209906 0.029739 19
-0.307040 0.109893 19
-0.348999 0.098929 19
-0.168786 -0.095522 19
-0.075782 -0.063006 19
-0.051265 -0.031991 19
-0.060221 -0.015348 19
-0.100752 -0.003293 19
-0.180650 0.021701 19
-0.285508 0.093265 19
-0.349950 0.146310 19
-0.228707 -0.075444 19
-0.113375 -0.073042 19
-0.088654 -0.039283 19
-0.115239 -0.015511 19
-0.186742 0.014666 19
-0.284523 0.082252 19
-0.345398 0.124989 19
-0.238377 -0.066747 19
-0.129494 -0.071811 19
-0.110935 -0.039072 19
-0.148722 -0.011047 19
-0.230209 0.032319 19
-0.315829 0.106046 19
-0.333688 0.051708 19
-0.168970 -0.089163 19
-0.095509 -0.058921 19
-0.091977 -0.029489 19
-0.135143 -0.006644 19
-0.220812 0.033257 19
-0.313518 0.113482 19
-0.343717 0.075387 19
-0.159145 -0.095618 19
-0.072263 -0.060590 19
-0.049772 -0.030603 19
-0.059466 -0.014658 19
-0.100284 -0.002972 19
-0.180324 0.021819 19
-0.285362 0.093379 19
-0.349996 0.147019 19
-0.228995 -0.075369 19
-0.113237 -0.073154 19
-0.088222 -0.039355 19
-0.114431 -0.015640 19
-0.185526 0.014215 19
-0.283415 0.081299 19
-0.345163 0.126153 19
-0.241438 -0.064949 19
-0.130698 -0.072378 19
-0.110984 -0.039594 19
-0.147977 -0.011535 19
-0.228930 0.031412 19
-0.314910 0.105041 19
-0.334512 0.054281 19
-0.170586 -0.088983 19
-0.096486 -0.059227 19
-0.092897 -0.029663 19
-0.136323 -0.006564 19
-0.222201 0.033842 19
-0.314351 0.114040 19
-0.342878 0.072341 19
-0.158060 -0.095548 19
-0.071983 -0.060290 19
-0.049854 -0.030441 19
-0.059877 -0.014561 19
-0.101154 -0.002806 19
-0.181738 0.022395 19
-0.286705 0.094751 19
-0.350415 0.145819 19
-0.224565 -0.077654 19
-0.110902 -0.072427 19
-0.086705 -0.038763 19
-0.112913 -0.015433 19
-0.183760 0.013866 19
-0.282008 0.080422 19
-0.344994 0.128237 19
-0.245120 -0.062816 19
-0.131644 -0.073190 19
-0.110169 -0.040303 19
-0.145743 -0.012371 19
-0.225765 0.029564 19
-0.312818 0.103245 19
-0.336590 0.060717 19
-0.173862 -0.088775 19
-0.097844 -0.059988 19
-0.093511 -0.030145 19
-0.136582 -0.006834 19
-0.222200 0.033596 19
-0.314206 0.113534 19
-0.342717 0.072162 19
-0.158870 -0.095286 19
-0.073164 -0.060335 19
-0.051893 -0.030507 19
-0.063721 -0.014450 19
-0.108196 -0.001795 19
-0.192576 0.026803 19
-0.296287 0.104756 19
-0.352695 0.133512 19
-0.192358 -0.091116 19
-0.089111 -0.067660 19
-0.064386 -0.035042 19
-0.080190 -0.016019 19
-0.134346 0.001634 19
-0.228214 0.043669 19
-0.321453 0.131301 19
-0.342991 0.062835 19
-0.131503 -0.101065 19
-0.036205 -0.057006 19
0.014773 -0.024965 19
0.072809 -0.004115 19
0.179645 0.025589 19
0.362997 0.097505 19
0.279729 0.169779 19
0.149824 0.154100 19
0.083118 0.092570 19
0.057895 0.048464 19
0.062402 0.026689 19
0.102634 0.022326 19
0.202655 0.042420 19
0.358958 0.105674 19
0.264032 0.169668 19
0.145936 0.145894 19
0.089211 0.087297 19
0.075636 0.047706 19
0.101246 0.031627 19
0.182742 0.041304 19
0.329399 0.092972 19
0.301468 0.153452 19
0.180552 0.156813 19
0.112889 0.103711 19
0.096516 0.060082 19
0.126972 0.042134 19
0.219674 0.056132 19
0.347195 0.110616 19
0.257824 0.164838 19
0.151819 0.140143 19
